FAM46A	RNF14	5.966407740582946e-07
RNF14	UBE2E1	1.375264718705177e-06
RNF14	UBE2D4	1.8282771230810682e-07
RNF14	UBE2D2	2.5118235776144293e-06
RNF14	UBE2D3	1.4145592408927265e-06
RNF14	UBE2E3	2.6569282659952687e-06
RNF14	UBE2D1	2.714258656099478e-07
AR	RNF14	2.872532790043624e-06
DACH1	RNF14	1.1626471028734131e-05
RNF14	UBE2V1	1.9574541524273228e-07
RNF14	UBE2E2	1.477766853395446e-06
RNF14	UBE2W	1.5450597622165257e-06
RNF7	UBE2Q1	1.1372917980583329e-07
RNF26	UBE2Q1	4.5491671922333316e-07
EXOSC7	UBE2Q1	5.641328363384588e-07
IRF2BPL	UBE2Q1	1.0235626182524994e-06
FHL3	UBE2Q1	6.325004883553651e-07
RNF10	UBE2Q2	1.762968361415659e-06
RNF10	UBE2J2	1.7495481344566533e-06
EEF1A1	RNF10	4.21795800580091e-06
RNF10	TLE1	4.211795884724089e-06
RNF10	UBE2D2	1.5536339296674086e-06
RNF10	UBE2D3	7.3968152888528e-06
RNF10	UBE2D1	4.7174652492102494e-06
LRIF1	RNF10	5.626927765181474e-06
RNF10	UBE2D4	5.293637121911232e-07
CCDC90B	RNF10	1.1611859237288097e-06
RNF10	SETDB1	9.466824268481886e-06
RIF1	RNF10	1.453135775250698e-05
RNF10	UBE2E1	8.152014946381943e-07
RNF10	UBE2E3	1.9035619901442813e-06
RNF10	UBE2E2	1.0995071506476604e-06
RNF10	UTP14A	4.752940368971437e-06
RNF10	UBE2V1	2.8506851011278835e-06
RNF10	UBE2I	2.3396828118037914e-07
RNF10	UBE2H	5.645192150507259e-07
RNF10	UBE2O	5.890526775767844e-06
GRB2	RNF10	0.0
RNF10	UBE2W	4.1845683016287185e-06
RNF11	WWP2	6.104188303905134e-07
ITCH	RNF11	4.820674614750283e-07
ANKRD13A	RNF11	3.0183533794719606e-07
NEDD4	RNF11	9.151319772025492e-07
RNF11	UBE2D4	8.969359400377751e-08
RNF11	RPS27A	2.625351465494393e-08
RNF11	UBE2D2	2.2170042088156513e-07
RNF11	UBE2D3	3.2154592229858536e-07
ERCC6	RNF11	1.1200912451077273e-06
RNF11	UBE2D1	1.9051955979426595e-07
RNF11	ZFYVE9	1.0256843746725364e-06
CBLB	RNF11	1.3029992246128796e-06
RNF11	UBAC1	4.576099159352805e-08
QARS	RNF11	1.0215709580608982e-07
POLI	RNF11	2.5269826266450833e-07
RNF11	SMURF1	4.860642901641882e-07
RNF11	SMURF2	8.749174041878158e-08
RNF11	UBQLN2	7.8242649030716e-07
CALCOCO2	RNF11	5.829697611934349e-08
RNF11	WWP1	7.16302018989076e-07
RNF11	ZFYVE16	1.2484120765983455e-06
RNF11	UBQLN4	7.373815842603516e-08
EPN2	RNF11	5.560670764737022e-07
EPRS	RNF11	2.938935232744281e-07
RNF11	SNRNP70	5.450138616669153e-08
CCDC127	RNF11	3.796863837599563e-08
AUP1	RNF11	7.589845237367672e-08
EPN1	RNF11	1.1171042200850706e-07
RABGEF1	RNF11	8.110542861409743e-07
RNF11	UBE2E1	1.1749587829641493e-07
RNF11	UBE2E3	4.29136685305586e-07
RNF11	UBE2E2	2.1922821117570982e-07
GGA1	RNF11	1.0276016470202984e-07
DCUN1D1	RNF11	4.15660119052988e-07
GGA3	RNF11	7.554885755015945e-07
OPTN	RNF11	7.338657136394082e-08
