FAM46A	RNF14	0.9617948717948718
RNF14	UBE2E1	0.9104243736167876
RNF14	UBE2D4	0.88416395810762
RNF14	UBE2D2	0.865968992248062
RNF14	UBE2D3	0.8799557522123893
RNF14	UBE2E3	0.9075981049432377
RNF14	UBE2D1	0.8750860382553254
AR	RNF14	0.8419219514721495
DACH1	RNF14	0.9762605042016808
RNF14	UBE2V1	0.9466346153846154
RNF14	UBE2E2	0.9181136985686723
RNF14	UBE2W	0.9097621288971942
RNF7	UBE2Q1	1.0
RNF26	UBE2Q1	1.0
EXOSC7	UBE2Q1	0.9920634920634921
IRF2BPL	UBE2Q1	1.0
FHL3	UBE2Q1	0.9269102990033222
RNF10	UBE2Q2	0.9473114604693552
RNF10	UBE2J2	0.9401002506265664
EEF1A1	RNF10	0.8499273255813953
RNF10	TLE1	0.9052646883697744
RNF10	UBE2D2	0.8348279295075633
RNF10	UBE2D3	0.8449314107736744
RNF10	UBE2D1	0.841364298132783
LRIF1	RNF10	0.863876318057329
RNF10	UBE2D4	0.8533431267806268
CCDC90B	RNF10	0.9359255310747848
RNF10	SETDB1	0.8478154722887375
RIF1	RNF10	0.8839543730693256
RNF10	UBE2E1	0.8760789306988976
RNF10	UBE2E3	0.8767353297559287
RNF10	UBE2E2	0.8862119259816028
RNF10	UTP14A	0.9013904812299732
RNF10	UBE2V1	0.9173400673400673
RNF10	UBE2I	0.7543215374682483
RNF10	UBE2H	0.9100143833153542
RNF10	UBE2O	0.9495627337984026
GRB2	RNF10	0.6422584401185515
RNF10	UBE2W	0.8752901678125641
RNF11	WWP2	0.8648490261698022
ITCH	RNF11	0.8731730326953224
ANKRD13A	RNF11	0.9177396280400572
NEDD4	RNF11	0.8598147102721346
RNF11	UBE2D4	0.8119225794530672
RNF11	RPS27A	0.846422063646944
RNF11	UBE2D2	0.7948860985316317
RNF11	UBE2D3	0.8021331105541631
ERCC6	RNF11	0.9098639455782314
RNF11	UBE2D1	0.8014002365966921
RNF11	ZFYVE9	0.8388219278302302
CBLB	RNF11	0.8860522835262805
RNF11	UBAC1	0.8852097735835254
QARS	RNF11	0.8982487694055282
POLI	RNF11	0.9052306912286632
RNF11	SMURF1	0.8117909212453047
RNF11	SMURF2	0.8462288625044974
RNF11	UBQLN2	0.9074735521867161
CALCOCO2	RNF11	0.8055059753198601
RNF11	WWP1	0.87385099589824
RNF11	ZFYVE16	0.9193313953488372
RNF11	UBQLN4	0.7924476023471719
EPN2	RNF11	0.9213564213564214
EPRS	RNF11	0.8883023582695612
RNF11	SNRNP70	0.8785714285714286
CCDC127	RNF11	0.9180911680911681
AUP1	RNF11	0.917621776504298
EPN1	RNF11	0.9003953105904009
RABGEF1	RNF11	0.8952656206991467
RNF11	UBE2E1	0.8370601403819695
RNF11	UBE2E3	0.8367291750783847
